Gene_ID,Gene_name
38432_at,ISG15
38433_at,AXL
38436_at,RTF1
38439_at,NFE2L1
38458_at,CYB5A
38460_at,CYB5A
38461_at,NEB
38462_at,NDUFA5
38463_s_at,AMPD3
38465_at,PAM
38466_at,CTSK
38470_i_at,APPBP2
38472_at,EFR3A
38474_at,CBS
38476_at,RBM15B
38477_at,OVCA2
38488_s_at,IL15
38495_s_at,FUT3
38498_at,CRYBB2
38500_at,TMED7
38501_s_at,ITGB3BP
38504_at,CAPN5
38510_at,IRAK3
38511_at,ZNF529
38522_s_at,CD22
38524_at,U49184
38525_at,STAM2
38528_at,ACACA
38529_at,ACACB
38532_at,ZBTB39
38535_at,DLX4
38538_at,SLC24A1
38539_at,SLC24A1
38543_at,ALK
38549_at,RSAD2
38550_at,APBA3
38551_at,L1CAM
38552_f_at,BCAP29
38559_at,TET3
38561_at,UTP20
38563_at,RNASEH1
38567_at,CD1D
38568_at,TOPORS
38571_at,FGFR1OP
38572_at,FGFR1OP
38573_at,YAF2
38575_at,MALT1
38576_at,HIST1H2BD
38586_at,FABP1
38594_i_at,CEP170B
38599_s_at,FAM50A
38603_at,ZNF136
38606_at,TDO2
38608_at,LGALS7B
38612_at,TSPAN3
38616_at,NDRG2
38618_at,LIMK2
38629_at,MAPT
38631_at,TNFAIP2
38638_at,PDHA1
38640_at,ZNF593
38642_at,ALCAM
38649_at,FNDC3A
38651_at,FEZ2
38652_at,WBP1L
38654_at,HNRNPU
38664_at,CFDP1
38667_at,GLOD4
38668_at,GPATCH8
38669_at,SLK
38670_at,RNF114
38676_at,HSPA13
38682_at,BAP1
38683_s_at,ANKHD1-EIF4EBP3
38690_at,CLDND1
38692_at,NAB1
38693_at,ATP5L
38695_at,NDUFS4
38697_at,YIPF3
38698_at,MOB4
38699_at,TUBB4A
38700_at,CSRP1
38722_at,COL6A1
38727_at,MCFD2
38742_s_at,RAF1
38744_at,SHFM1
38746_at,ITGB4
38747_at,CD34
38754_at,NUPR1
38755_at,FADD
38756_at,RAP1A
38759_at,BTN3A2
38763_at,SORD
38767_at,SPRY1
38768_at,HADH
38775_at,LRP1
38776_at,ATP5G2
38781_at,GSTA2
38783_at,MUC1
38785_at,MUC1
38792_at,SMS
38795_s_at,UBTF
38800_at,STMN2
38803_at,NCALD
38806_at,HSPA4
38811_at,ATIC
38824_at,HTATIP2
38829_r_at,KHSRP
38835_at,TM9SF1
38836_at,NPTXR
38837_at,TMX4
38838_at,EXOSC9
38840_s_at,PFN2
38844_at,PDK2
38847_at,MELK
38849_at,SCAMP1
38853_at,GPR64
38854_at,CEP135
38855_s_at,OLFM1
38856_at,ADAMTSL3
38857_r_at,KLHL23
38859_at,SEC31B
38866_at,GRAP2
38867_g_at,GRAP2
38869_at,PLCH1
38873_at,VPRBP
38874_s_at,PRPH2
38878_at,SMAP1
38879_at,S100A12
38880_at,MAPKBP1
38881_i_at,TRIM16L
38890_at,APCS
38891_at,MTTP
38895_i_at,NCF4
38896_at,TNPO2
38898_at,FBXO21
388_at,PIK3R2
38904_at,SRC
38905_at,PRKAR2A
38906_at,SPTA1
38914_at,LCMT2
38920_at,CHEK1
38921_at,PDE1B
38930_at,W26472
38932_at,ZNF7
38936_at,CELA2A
38939_r_at,TBR1
38942_r_at,SPC25
38943_at,HCCS
38948_at,PPP1R3D
38949_at,PRKCQ
38950_r_at,MMP23A
38953_at,TRAIP
38956_at,NAGPA
38957_at,DCLK1
38972_at,KCTD12
38981_at,NDUFB3
38983_at,NDUFA6
38988_at,WHSC1
38994_at,SOCS2
38995_at,CLDN5
38999_s_at,NMT1
39004_at,MRPS11
39005_s_at,LTN1
39007_at,MMP2
39017_at,LSM1
39021_at,DPY19L1
39028_at,IPO5
39035_at,UBR5
39041_at,DLAT
39055_at,SRI
39056_at,PAICS
39060_at,PSMB7
39064_at,MTHFS
39066_at,MFAP4
39069_at,AEBP1
39074_at,FLAD1
39075_at,NEU1
39077_at,LRRC75A-AS1
39089_at,NME4
39090_at,NUDT4P1
39091_at,ARL6IP5
39095_at,MYH7
39098_at,ELN
390_at,CCR4
39100_at,SPOCK1
39104_at,DHRS1
39105_at,VASP
39113_at,PDIA4
39115_at,CRELD1
39116_at,TMCO1
39123_s_at,TRPC1
39124_r_at,TRPC1
39132_at,SMARCA5
39138_g_at,NFRKB
39140_at,DHX29
39145_at,MYL9
39148_s_at,ATRX
39159_at,SH3GL1
39161_at,C17orf75
39162_at,GTF2H5
39169_at,SEC61G
39186_s_at,W28986
39190_s_at,SLC25A42
39193_at,W26500
39195_s_at,SLC25A26
39196_i_at,LRIG1
39197_s_at,U50536
39200_s_at,W28760
39203_at,C14orf132
39204_at,AF090097
39209_r_at,PPBP
39210_at,FUT4
39211_at,CCDC94
39214_at,SRPK3
39236_s_at,FAAH
39238_at,NAT6
39244_at,RAB4A
39246_at,STAG1
39247_at,ABCC6P2
39250_at,NOV
39251_at,CCNC
39259_at,39259_at
39262_at,SAC3D1
39264_at,OAS2
39265_at,ERAP1
39268_at,KCNF1
39272_g_at,RAB4B
39276_g_at,CACNA1D
39277_at,OSMR
39283_at,SHROOM2
39290_f_at,SERBP1
39294_at,NR2F1
39295_s_at,SORBS2
39297_at,MAB21L1
392_g_at,PPP5C
39305_at,BTRC
39307_s_at,CLTB
39316_at,RAB40C
39319_at,LCP2
39320_at,CASP1
39327_at,PXDN
39329_at,ACTN1
39332_at,TUBB2B
39334_s_at,ATN1
39351_at,CD59
39353_at,HSPE1
39366_at,PPP1R3C
39368_at,EIF2S2
39371_at,MAP1LC3B
39376_at,HIPK1
39379_at,DESI2
39380_at,ANKRD17
39385_at,ANPEP
39387_at,SEPHS1
39388_at,CAMK2G
39390_at,NUP133
39391_at,STAMBP
39394_at,C2orf72
393_s_at,RUNX1
39402_at,IL1B
39403_at,DNAJC13
39405_at,UTP14C
39407_at,BMP1
39408_at,ACADS
39413_at,OPHN1
39416_at,TAX1BP3
39422_at,PDE4DIP
39428_at,SH2B3
39432_at,B4GALT4
39438_at,CREBL2
39439_at,RPARP-AS1
39440_f_at,39440_f_at
39447_f_at,LRRC23
39452_s_at,SPTBN1
39457_r_at,AL050355
39458_s_at,L11372
39463_at,AAK1
39464_at,HSPA8
39466_s_at,MYH10
39470_at,AL049974
39471_at,CAPRIN1
39479_g_at,KCTD7
39483_s_at,SLC38A10
39485_g_at,PRRC1
39491_s_at,W28548
39494_at,GTF2H2
39499_s_at,PARD3
39502_at,DPYSL4
39504_at,GJC2
39510_r_at,PDCD4
39512_s_at,INPP4A
39513_r_at,INPP4A
39514_s_at,INPP4A
39517_at,C5orf15
39518_at,PRRC1
39519_at,ANKLE2
39521_at,SLC12A4
39522_at,PFKFB3
39526_at,PAIP2B
39535_at,HMX1
39537_at,KLHDC3
39538_at,SORT1
39539_at,ZBTB7A
39544_at,SYNM
39545_at,CDKN1C
39548_at,NPAS2
39550_at,COLGALT2
39555_at,ING2
39557_at,LYRM9
39559_at,KMO
39562_at,CGGBP1
39563_at,MIA3
39565_at,BMPR1A
39566_at,CHRFAM7A
39569_at,EVPL
39575_at,AJAP1
39579_at,CLDN10
39580_at,PPP1R26
39581_at,CSTA
39583_at,LRRN2
39586_at,DSG1
39588_at,TNFSF12
39589_at,KIAA0319
39590_at,APBA2
39596_at,NTRK3
39602_at,MYRIP
39604_at,CYTIP
39608_at,SIM2
39609_at,SIM2
39618_at,HAPLN1
39619_at,REEP2
39626_s_at,POU5F1P3
39627_at,EEA1
39630_at,PRM1
39633_at,S100A3
39641_at,CCNO
39642_at,ELOVL2
39643_at,POLG2
39647_s_at,CACNB2
39652_at,XCL1
39662_s_at,GRK4
39666_at,GNG4
39668_at,TFAP2B
39673_i_at,ECM2
39675_at,PRRG2
39676_at,MYF6
39680_at,STATH
39681_at,ZBTB16
39682_at,SCNN1B
39686_g_at,ATXN10
39698_at,HOPX
39702_at,RPP30
39705_at,SIN3B
39706_at,CPNE3
39707_at,MTMR4
39712_at,S100A13
39713_at,KDM5B
39715_at,CBX5
39718_r_at,MRPL33
39724_s_at,CUL1
39736_at,CDC42
39742_at,TANK
39745_at,OPA1
39748_at,SLC7A1
39752_at,CYB561D2
39760_at,QKI
39761_at,AVL9
39762_at,ZMYM4
39764_at,ACVR1
39765_at,TLN2
39769_at,CNP
39771_at,RHOBTB1
39772_at,ERI3
39773_at,C14orf1
39784_at,EIF2S1
39786_at,GRPEL1
39787_at,PEMT
39790_at,ATP2A2
39791_at,ATP2A2
39793_at,GBAS
39807_at,39807_at
39810_at,KXD1
39812_at,MRPL12
39813_s_at,DHRS7
39825_at,SLC25A1
39826_f_at,DDIT4
39834_at,CHRNE
39842_at,CRLF1
39843_at,CRLF1
39844_at,LSM12
39847_at,NOP14
39848_at,KCNS1
39849_at,KCNS1
39851_at,ANK2
39852_at,SPG20
39875_at,WASL
39880_at,LRRC37A2
39884_g_at,DIMT1
39887_at,GRIP1
39892_at,39892_at
39894_f_at,BRD1
39896_at,DHX16
39900_at,CADM4
39903_at,CIB2
39905_i_at,ARFGAP3
39907_at,TAF6L
39913_at,HS6ST1
39927_at,ARHGAP5
39930_at,EPHB6
39933_at,DUSP7
39936_at,CCR2
39938_g_at,CCR2
39941_at,RAD50
39942_at,BATF
39944_at,ZNF35
39947_at,EFNA4
39949_at,MOCS1
39950_at,SMPDL3A
39952_at,JAKMIP2
39953_i_at,ZNF623
39955_at,DLEU2
39959_at,UBD
39961_at,ATP10A
39971_at,LYL1
39974_at,ENTPD3
39975_at,UBFD1
39977_at,ZBTB11
39979_at,F10
39983_at,GLMN
39984_g_at,GLMN
39985_r_at,GLMN
39986_at,METTL21B
39987_at,FBXL4
39991_at,CDSN
39994_at,CCR1
39995_s_at,WWOX
399_at,STK25
40004_at,SIX1
40010_s_at,AFF2
40012_at,LRP8
40013_at,CLIC2
40017_at,PAMR1
40021_at,KCND1
40027_at,ATP5S
40030_at,PRKY
40036_at,MAGOH
40038_at,ST7
40044_at,ELL
40045_g_at,LDLRAD4
40048_at,PUM1
40052_at,ACTR1A
40056_at,SLC35B1
40057_at,PYGM
40060_r_at,PDLIM5
40062_s_at,MYL4
40066_at,UBA3
40067_at,ELF1
40068_at,LOC100510546
40072_at,MRPS31
40074_at,MTHFD2
40075_at,SYT1
40076_at,TPD52L2
40077_at,ACO1
40078_at,PRSS23
40079_at,AA156240
40081_at,PLTP
40082_at,ACSL1
40085_s_at,TFCP2
40086_at,WAPAL
40088_at,NRIP1
40093_at,BCAM
40097_at,EIF1AY
40101_g_at,ARHGEF2
40108_at,BZW1
40110_at,IDH3B
40113_at,TRIB2
40117_at,MCM6
40118_at,ZNF3
40120_at,HAGH
40121_at,UBE2K
40127_at,SFXN3
40129_at,PRKDC
40135_at,ATP5J2
40139_at,MTOR
40144_at,SIRPA
40150_at,SNRPD3
40154_at,TTLL3
40157_s_at,MYL1
40162_s_at,COMP
40167_s_at,WSB2
40168_at,CAV2
40169_at,PLIN3
40170_at,PLIN3
40171_at,FRAT2
40174_at,CLCN2
40177_at,40177_at
40179_at,ZBTB33
40182_s_at,CARM1
40184_at,CSNK1A1
40186_at,DUSP9
40187_at,DDX52
40190_at,CEP68
40194_at,GTF2H2B
40198_at,VDAC1
40204_at,CTRL
40208_at,R37702
40220_at,HEXIM1
40221_at,TAF1C
40223_r_at,SBF1
40231_at,SMAD6
40237_at,PHLDA2
40239_g_at,IQCK
40242_at,THOC1
40243_at,GNAL
40245_at,ZNF140
40250_at,KRR1
40252_g_at,U00943
40256_at,AF070591
40261_at,RBFOX2
40266_at,VASH1
40269_at,PRPF18
40272_at,CRMP1
40273_at,SPHK2
40274_at,DBP
40276_at,PSMD7
40279_at,VGLL4
40283_at,CFD
40284_at,FOXA2
40290_f_at,ST3GAL1
40292_at,BRINP1
40297_at,STEAP1
40303_at,TFAP2C
40311_at,TFR2
40313_at,BNC1
40315_at,SPINK5
40325_at,NTHL1
40327_at,HOXB13
40333_at,BMP4
40334_at,CSTF2
40335_at,CLCN4
40339_at,GABRP
40340_at,SMIM8
40341_at,TMEM186
40342_at,DAZ4
40347_at,ANP32E
40349_at,CBR4
40350_at,ADAM23
40353_at,DPY19L4
40355_at,WDHD1
40356_at,CLCA2
40361_at,CCT6B
40364_at,SLC31A1
40367_at,BMP2
40372_at,PNLIPRP1
40373_at,PRH2
40375_at,EGR3
40380_at,ELAVL4
40384_at,NPHP1
40387_at,LPAR1
40391_at,SLC22A4
40392_at,CDX2
40393_at,HOXA4
40394_at,GGCX
40397_at,MEOX2
40398_s_at,MEOX2
40400_at,ADORA1
40412_at,PTTG1
40417_at,CCT5
40424_at,PROSC
40437_at,TMEM87A
40441_g_at,SERBP1
40443_at,CTNND1
40456_at,SLC39A8
40457_at,SRSF3
40459_at,ACOX1
40460_s_at,ACOX1
40465_at,DDX23
40475_at,CAPN6
40477_r_at,FOXK2
40480_s_at,FYN
40481_r_at,FYN
40482_s_at,C1orf61
40483_at,C1orf61
40484_g_at,C1orf61
40485_at,40485_at
40488_at,DMD
40496_at,C1S
40498_g_at,NPRL2
40503_at,MYBPC1
40507_at,SLC2A1
40508_at,GSTA4
40509_at,ETFA
40510_at,HS2ST1
40511_at,GATA3
40512_at,CHN1
40513_at,PPP3R1
40516_at,AHR
40523_at,FOXA2
40524_at,PTPN21
40531_at,SOX3
40533_at,EPR1
40540_at,KIAA1211L
40542_at,ASCL1
40543_at,ASCL1
40545_at,PROSC
40549_at,CDK5
40552_s_at,AL049987
40553_at,LOC646652
40556_at,RCN1
40559_at,FAM182B
40562_at,GNA11
40563_at,NUP50
40564_at,NUP50
40575_at,DLG5
40577_at,TSTD2
40581_at,TRIO
40582_at,PTPRJ
40583_at,PTPRJ
40586_at,EEF1E1
40587_s_at,EEF1E1
40598_at,STARD5
40600_at,DNAJC4
40604_at,DYRK2
40605_at,SNX4
40606_at,ELL2
40607_at,DPYSL2
40608_at,ATXN7L3B
40612_at,DOPEY1
40613_at,C6orf62
40616_at,EIF3J
40620_at,PAWR
40626_at,AI693193
40630_at,PIGHP1
40631_at,TOB1
40632_at,GP1BB
40633_at,DIS3
40639_at,SCO2
40640_at,NCAPH2
40644_g_at,ITGA2B
40646_at,CX3CR1
40650_r_at,CRHR1
40652_at,PASK
40655_at,KALRN
40661_at,NR4A3
40662_g_at,NR4A3
40663_at,REPS2
40670_at,KYNU
40671_g_at,KYNU
40675_r_at,HOXC6
40676_at,ITGB3BP
40678_at,ST8SIA1
40682_at,GYS2
40683_at,GRB14
40684_at,GCHFR
40685_at,ALDH3B1
40689_at,SEL1L
40690_at,CKS2
40691_at,ZNF274
40692_at,TLE4
40693_at,KCNB1
40694_at,KRT20
40699_at,CD8A
40701_at,USP13
40704_at,PIK3CA
40708_at,MPHOSPH9
40710_at,CLGN
40714_at,CTRC
40716_at,MAN1C1
40717_at,CTSV
40726_at,KIF11
40727_at,ANAPC10
40733_f_at,MSX2
40734_r_at,MSX2
40736_at,CDH17
40738_at,CD2
40740_at,PAX6
40742_at,HCK
40752_at,IZUMO4
40757_at,GZMA
40761_at,SLC16A5
40766_at,C4B
40769_r_at,NUP214
40772_at,MFSD7
40773_at,MYL5
40775_at,ITM2A
40779_at,KIFAP3
40780_at,CTBP2
40787_at,WIPF2
40788_at,AK2
40789_at,AK2
40792_s_at,TRIO
40799_at,HN1L
40800_at,HN1L
40806_at,MGAT2
40814_at,IDS
40821_at,AHCY
40825_at,MAPRE3
40833_r_at,TOR1AIP1
40837_at,TLE2
40839_at,UBL3
40844_at,CTR9
40849_s_at,CREB3
40851_r_at,SEC23B
40852_at,TDRD7
40853_at,ATP10D
40857_f_at,PSG3
40860_s_at,ZC3H14
40865_at,TDG
40876_at,GYG1
40882_at,CES2
40888_f_at,W28170
40889_at,GBAP1
40893_at,SUCLA2
40900_at,MYH10
40901_at,STRN3
40902_at,WWP1
40905_s_at,PRPF31
40907_at,40907_at
40908_r_at,CUL4A
40913_at,ATP2B4
40914_s_at,ATP2B4
40917_at,CAMSAP1
40918_at,W28251
40920_at,CDC14B
40922_at,SLC36A1
40923_at,SLC36A1
40924_at,RNFT2
40926_at,SLC6A8
40930_at,SULT4A1
40931_at,TMED5
40934_at,MFSD5
40936_at,CRIM1
40939_at,RCE1
40944_at,KLF11
40945_at,KLF11
40948_at,ROM1
40949_at,DYNC1LI2
40952_at,SNX29P2
40953_at,CNN3
40962_s_at,SMARCA2
40963_at,ABCA4
40965_at,CLCN4
40966_at,STK39
40967_at,STK39
40972_at,AKT2
40973_at,PARD3
40974_at,SRRD
40977_f_at,CDR1
40982_at,TSR1
40985_g_at,TUBGCP4
40986_s_at,TUBGCP4
40990_at,TSPAN5
40992_s_at,SAP30
40993_r_at,SAP30
40995_at,NEFL
40996_s_at,NEFL
40997_at,PCBP2
41001_at,RPH3A
41002_at,SLC16A5
41005_at,ITGA8
41006_at,B3GNTL1
41007_at,MYOZ3
41011_i_at,RAPGEF4
41014_s_at,PITX2
41016_at,AB007979
41017_at,MYBPH
41018_at,ABHD14A
41020_at,PCSK2
41031_at,OMD
41033_at,ZNF84
41037_at,TEAD4
41038_at,NCF2
41040_at,RPP38
41042_r_at,MYO7A
41043_at,SOX15
41044_at,TBC1D31
41052_s_at,CACNA1A
41053_at,C6orf47
41057_at,ACOT13
41058_g_at,ACOT13
41059_at,CD300A
41062_at,PCGF1
41066_at,SCGB2A1
41067_at,TRDMT1
41073_at,LGR5
41074_at,LGR5
41079_at,ASIC3
41081_at,BUB1
41085_at,POLE2
41086_at,RGS20
41094_at,PIP
41100_at,CARD8
41102_at,GPKOW
41103_at,BRPF1
41110_at,CUL5
41111_at,BCAT2
41113_at,ZNF500
41121_at,STX16
41128_at,TMEM183B
41129_at,TMEM41B
41136_s_at,APP
41144_g_at,CALM1
41147_at,ISCA1
41150_r_at,POFUT1
41159_at,CLTC
41172_at,RDH11
41173_at,AL080205
41190_at,TNFRSF25
41196_at,KPNB1
41216_r_at,ID2
41217_at,VPS41
41218_at,USP34
41229_at,NFIB
41232_at,TCTN3
41248_at,CSTF2T
41250_at,AIMP2
41252_s_at,PLEKHB2
41254_at,ADAM22
41263_at,GTPBP1
41265_at,RBM4B
41269_r_at,API5
41271_at,SLC7A8
41277_at,SAP18
41280_r_at,MAPK8IP1
41293_at,KRT7
41296_s_at,STARD7
41297_at,MAN1A2
41311_f_at,NR2F6
41321_s_at,RMND5B
41323_at,LOC100507424
41325_at,KCNK3
41329_at,SCYL3
41334_r_at,MTDH
41341_at,SEMA7A
41358_at,CNNM2
41363_at,GEMIN2
41364_r_at,PHACTR2
41365_at,MUC5B
41368_at,SLC13A3
41372_at,ATG14
41376_i_at,UGT2B7
41377_f_at,UGT2B7
41379_at,SMC5
41380_at,DPH2
41384_at,RIPK2
41388_at,MEIS2
41389_s_at,MOK
41390_at,UTRN
41397_at,ZNF821
41399_at,PHF8
41401_at,CSRP2
41402_at,PARM1
41404_at,RPS6KA4
41407_at,NELFE
41410_at,NDUFAF1
41411_at,NDUFAF1
41414_at,RHBDD3
41417_at,GDE1
41418_at,LPHN1
41419_at,GULP1
41420_at,IGFBP5
41426_at,ZNF212
41427_at,WNT11
41430_at,WDR7
41432_at,RPS6KA5
41433_at,VCAM1
41437_at,TMEM251
41438_at,OSBPL8
41448_at,HOXA10
41449_at,SGCE
41455_at,ARHGAP32
41456_at,GATB
41459_at,TPP2
41462_at,SNX2
41463_at,C1orf216
41466_s_at,ZNF148
41467_at,SAPCD1
41468_at,TARP
41472_at,APOBEC3G
41474_at,KIF2A
41476_at,GNA11
41477_at,KCNJ13
41480_at,RAD51C
41481_at,ITGA2
41487_at,RASSF8
41488_at,LYRM1
41489_at,TLE1
41493_at,ATP11A
41494_at,ZER1
41501_at,HIPK3
41504_s_at,MAF
41505_r_at,MAF
41506_at,MAPKAPK5
41507_at,MAPKAPK5-AS1
41510_s_at,HSPA9
41511_at,CIITA
41516_at,YKT6
41517_g_at,YKT6
41518_at,YKT6
41519_at,PPP1R37
41520_at,PPP1R37
41521_at,MFNG
41523_at,RAB32
41524_at,INPP1
41526_at,HMG20B
41528_at,FAM168B
41531_at,TM4SF1
41534_at,PCDH7
41537_r_at,NFIX
41539_at,GRIN2C
41549_s_at,AP1S2
41550_at,RER1
41554_at,OSGIN2
41555_at,HS3ST1
41558_s_at,GRAMD1B
41567_at,TCF15
41571_at,REL
41579_s_at,PRKCI
41580_at,ARMCX4
41581_at,TSFM
41582_at,AVIL
41583_at,FEN1
41589_at,KCNQ2
41595_at,ICE1
41596_s_at,NAGLU
41598_at,SEC22B
415_at,CRKL
41600_at,PA2G4
41602_at,HPCA
41610_at,LAMA5
41613_at,TECPR2
41615_at,CTAGE5
41616_at,PIN4
41627_at,SDF2
41629_at,TM4SF4
41630_at,ZC2HC1A
41631_f_at,GSS
41632_at,E2F3
41635_at,WTAP
41640_at,YIPF1
41641_at,LYPD3
41644_at,SASH1
41652_at,COL11A2
41656_at,NMT2
41668_r_at,TGDS
41669_at,ZCCHC11
41671_at,EML1
41672_at,FBXL14
41675_at,SNAP91
41681_at,ABCB7
41682_s_at,BCKDHB
41683_i_at,BCKDHB
41685_at,LOC100507397
41691_at,UBXN7
41692_at,SYNJ1
41693_r_at,CROT
41698_at,SLC9A8
41699_f_at,BRD1
41700_at,F2R
41705_at,RFNG
41706_at,C1QTNF3
41712_at,AQR
41715_at,PIK3C2B
41729_at,ARIH1
41730_at,MYL3
41731_g_at,MYL3
41747_s_at,MEF2A
41748_at,TNNC2
41754_at,LRPPRC
41756_at,ZNF512
41757_at,VAPB
41761_at,TIAL1
41766_at,MAN2A2
41774_at,ARL4D
41775_at,ICMT
41777_at,ATP6AP2
41789_r_at,TSC22D2
41794_at,PDE6H
41801_at,FBXL5
41807_at,NACC2
41808_at,DMTF1
41810_at,PKI55
41813_at,NUP210
41814_at,FUCA1
41818_at,CARD10
41823_at,STAU1
41824_at,UTP18
41828_at,MBD1
41831_at,LRP5
41840_r_at,41840_r_at
41843_r_at,YIPF4
41848_f_at,IL24
41849_r_at,IL24
41852_at,RLF
41853_at,PRPSAP2
41854_at,MYB
41855_at,HAT1
41860_at,TEX30
41861_at,NOC2L
41863_at,RALYL
41865_at,ATPAF2
41871_at,PDPN
41872_at,DFNA5
424_s_at,FGFR1
430_at,PNP
437_at,MMP3
438_at,PRKACA
440_at,NFIC
443_at,MIR10B
449_at,CGRRF1
450_g_at,CGRRF1
453_at,SMARCC2
454_at,SMARCD1
460_at,PKNOX1
465_at,KAT5
467_at,OSTF1
471_f_at,TUBB3
472_at,STAT5B
473_g_at,STAT5B
474_at,DGKE
481_at,SNRK
483_g_at,CDH13
510_g_at,SMAD4
512_at,NR1H3
513_at,MAP2K5
522_s_at,FOLR3
524_at,PMS1
525_g_at,PMS1
530_at,TONSL
535_s_at,NFKB2
538_at,CD34
540_at,HSPB2
546_at,PKIA
559_s_at,TLX1
561_at,FSHR
563_at,IL12B
566_at,PML
568_at,PRKACA
574_s_at,CASP1
582_g_at,NR2C1
583_s_at,VCAM1
586_s_at,CYP17A1
589_at,SRD5A1
593_s_at,ROS1
599_at,HLX
600_at,RAB5A
603_at,NR2C1
612_s_at,CNP
614_at,PLA2G2A
617_at,ACPP
621_at,RAB4A
623_s_at,RAB2A
625_at,VAT1
628_at,FZD2
636_at,L43338
638_at,HMGA2
639_s_at,TCEB3
640_at,RNF185
643_at,NR0B2
650_s_at,CAMK2G
651_at,RPA3
652_g_at,RPA3
655_at,GNRHR
656_at,INPP1
666_at,PDE4A
671_at,SPARC
681_at,MMP8
682_at,IFNA8
684_at,AGT
686_s_at,K03498
695_at,TNC
702_f_at,MSX2P1
706_at,NR3C1
708_at,PTH
717_at,TRIB2
719_g_at,HTRA1
720_at,HSF4
725_i_at,CSHL1
729_i_at,TIGR: HG2147-HT2217
738_at,NT5C2
742_at,HABP2
743_at,NAP1L3
744_at,DHX8
746_at,PDE3B
748_s_at,MXI1
756_at,ITPR2
758_at,PTGIR
759_at,PTGIS
761_g_at,DYRK2
762_f_at,HIST1H4I
764_s_at,CLOCK
771_s_at,CD7
772_at,CRK
773_at,MYH11
775_at,HTR1B
781_at,RABGGTB
782_at,POLR3C
785_at,WWP2
789_at,EGR1
798_at,PRIM1
802_at,TAF12
804_s_at,LLGL1
808_at,RAB27B
812_at,PPP1R2
819_at,TIMP4
821_s_at,FOLR1
823_at,CX3CL1
830_at,VAC14
833_at,ITGAD
836_at,PTCH1
843_at,PTP4A1
846_s_at,BAK1
850_r_at,IRS1
851_s_at,IRS1
855_at,PDCD2
859_at,CYP1B1
860_at,MSH2
862_at,SERPINB5
865_at,RPS6KA3
873_at,HOXA5
874_at,CCL2
875_g_at,CCL2
876_at,GNAI3
885_g_at,ITGA3
886_at,DCK
887_at,CERS1
892_at,TM4SF1
901_g_at,PLCB4
907_at,ADA
908_at,IFIT2
919_at,GNA12
927_s_at,MUC1
929_at,PPARA
940_g_at,NF1
944_s_at,PPFIA1
945_at,PSMD7
949_s_at,PSMC6
950_at,SEC62
952_at,FKBP1A
957_at,ARRB2
963_at,LIG4
965_at,MARK2
975_at,PLK4
976_s_at,MAPK1
978_at,BCL6
984_g_at,LOC100509694
987_g_at,CYP19A1
988_at,CEACAM1
989_at,NCK1
995_g_at,PTPRM
AFFX-CreX-5_st,--Control
AFFX-DapX-3_at,--Control
AFFX-DapX-5_at,--Control
AFFX-HUMRGE/M10098_5_at,--Control
AFFX-HUMRGE/M10098_M_at,--Control
AFFX-HUMTFRR/M11507_5_at,TFRC
AFFX-LysX-3_at,--Control
AFFX-LysX-5_at,--Control
AFFX-MurIL10_at,Il10
AFFX-MurIL2_at,--Control
AFFX-PheX-3_at,--Control
AFFX-ThrX-3_at,--Control
AFFX-ThrX-M_at,--Control
AFFX-TrpnX-5_at,--Control
AFFX-YEL018w/_at,--Control
AFFX-YEL021w/URA3_at,--Control
